0:0:30.000000___Nsats:7
    4	23594160.961904	23541031.912410	23541035.057161	23988640.614432	23944225.868594	  5.354801	  5.354801	  2.267423	  0.065522	 -1.138575	1701.290438	-51341.453389	 -0.562041	 -0.004566	 10.457377	-8928367.531433	13627409.308286	19635251.372504	23541027.051482	23541026.983890	23594163.237186	
   10	21044428.044541	21015712.185618	21015717.432579	21317769.036741	21278299.852420	  1.625738	  1.625738	  2.267423	  0.065522	 -1.138575	-22709.422143	-51341.453389	  2.552732	 -0.019735	 37.886077	22930299.311696	9612584.478520	5508095.486500	21015704.075244	21015703.981248	21044430.262290	
   11	19249614.263236	19218793.296939	19218796.561250	19543054.517980	19506873.174906	  1.017279	  1.017279	  2.267423	  0.065522	 -1.138575	-20611.358786	-51341.453389	  3.728114	  0.000873	 79.413963	15861515.739185	-1741576.571183	19932824.853921	19218788.251204	19218788.183320	19249615.618075	
   12	22218484.276942	22206257.760838	22206264.003751	22572988.124829	22531193.148694	  2.401278	  2.401278	  2.267423	  0.065522	 -1.138575	-39201.182968	-51341.453389	  0.492050	  0.002778	 24.484959	-1254472.125029	-12547631.864310	22174851.947964	22206248.110995	22206248.057834	22218489.159818	
   20	20110054.052478	20082914.581794	20082918.469582	20436095.133161	20398261.054400	  1.239477	  1.239477	  2.267423	  0.065522	 -1.138575	-24292.458647	-51341.453389	  2.309992	 -0.004506	 53.741678	6418777.169042	8753915.261281	23090534.701279	20082908.572332	20082908.489174	20110055.673389	
   21	19502260.845936	19473842.065786	19473850.008987	19830219.309675	19793506.064449	  1.072355	  1.072355	  2.267423	  0.065522	 -1.138575	-23017.389558	-51341.453389	 -8.250290	  0.003009	 68.810009	19638670.316315	-2988186.859851	16060577.436591	19473829.787761	19473829.767113	19502264.074203	
   22	22970211.245360	22907786.398318	22907791.458621	23269744.857240	23226660.670185	  3.712057	  3.712057	  2.267423	  0.065522	 -1.138575	10999.820141	-51341.453389	 -0.675167	  0.025002	 15.421968	21704097.773740	-13246245.592803	-200258.836354	22907778.576467	22907778.561121	22970213.514614	
0:1:0.000000___Nsats:7
    4	23583890.475721	23508382.539798	23508385.678543	23955370.163071	23911017.032730	  5.307843	  5.307843	  2.267423	  0.065522	 -1.308114	1701.284184	-73720.429502	 -0.438063	 -0.004575	 10.556607	-8927787.188834	13546643.013323	19691354.533537	23508377.688152	23508377.665470	23583892.751924	
   10	21064663.686856	21013569.290761	21013574.293675	21315594.842376	21276129.675501	  1.635746	  1.635746	  2.267423	  0.065522	 -1.308114	-22709.427238	-73720.429502	  3.197438	 -0.019961	 37.612361	22953437.762587	9617204.074701	5402728.715370	21013561.557618	21013561.545456	21064665.900429	
   11	19247971.870335	19194771.881727	19194775.386006	19518627.801189	19482491.692907	  1.016903	  1.016903	  2.267423	  0.065522	 -1.308114	-20611.361811	-73720.429502	  3.382899	  0.000810	 79.528270	15935088.417533	-1705775.882686	19877401.218921	19194766.465065	19194766.418854	19247973.227454	
   12	22196253.674540	22161648.343443	22161654.701379	22527641.717512	22485930.717234	  2.379553	  2.379553	  2.267423	  0.065522	 -1.308114	-39201.188235	-73720.429502	  0.647713	  0.002745	 24.726178	-1175781.386133	-12501302.499901	22204834.946982	22161638.515804	22161638.489926	22196258.557456	
   20	20124300.084362	20074782.038898	20074785.606684	20427819.154441	20390000.400044	  1.243733	  1.243733	  2.267423	  0.065522	 -1.308114	-24292.451345	-73720.429502	  2.861135	 -0.004555	 53.474391	6337051.419651	8801997.406006	23094996.931164	20074776.524072	20074776.419104	20124301.706200	
   21	19493900.078393	19443102.272626	19443110.213755	19798916.971408	19762261.694977	  1.070414	  1.070414	  2.267423	  0.065522	 -1.308114	-23017.388110	-73720.429502	 -8.220092	  0.002887	 69.080269	19580012.688473	-2957600.190180	16137408.505417	19443089.997803	19443089.919616	19493903.311635	
   22	22947540.082740	22862735.315896	22862740.796197	23223982.757936	23180983.326009	  3.660635	  3.660635	  2.267423	  0.065522	 -1.308114	10999.820590	-73720.429502	 -1.819431	  0.024890	 15.650354	21702038.540306	-13250856.520413	-92596.435089	22862726.844842	22862726.748732	22947542.341902	
0:1:30.000000___Nsats:7
    4	23573743.364304	23475855.380182	23475857.669923	23922224.558817	23877932.805611	  5.262204	  5.262204	  2.267423	  0.065522	 -1.332385	1701.279181	-96100.824185	  0.243644	 -0.004584	 10.654725	-8927410.652866	13465646.914342	19747032.365684	23475851.840866	23475851.744392	23573745.641427	
   10	21084983.994158	21011509.391904	21011514.481771	21313505.577028	21274044.271517	  1.645909	  1.645909	  2.267423	  0.065522	 -1.332385	-22709.430372	-96100.824185	  2.655433	 -0.020185	 37.338833	22976207.093702	9621560.355278	5297244.560587	21011501.524354	21011501.499152	21084986.203561	
