1:0:0.000000___Nsats:8
   13	24865709.464107	25027774.904738	25027776.906436	25027779.746237	25027780.691465	  6.772457	  6.772457	  2.258870	  0.118010	 -0.050436	-47952.806395	114098.022225	 -0.246802	  0.020603	  8.098363	22155017.113654	12893289.109767	-6877992.455801	25027771.810659	25027775.825244	24865707.643593	
   14	24082975.220035	24189457.155967	24189456.558007	24189458.213274	24189458.331076	  3.119267	  3.119267	  2.258870	  0.118010	 -0.050436	7621.318234	114098.022225	  0.560615	 -0.055680	 18.528465	-1049393.699804	-15935143.584479	21498786.454765	24189458.080251	24189459.849391	24082977.458883	
   15	22790100.463112	22987877.080351	22987876.646973	22987880.054037	22987880.805344	  1.878492	  1.878492	  2.258870	  0.118010	 -0.050436	-83675.003653	114098.022225	  0.461094	  0.020243	 32.072595	26460509.585790	2907435.221394	2479684.305223	22987877.750236	22987878.357954	22790098.406340	
   17	22484535.337869	22656274.247675	22656272.734151	22656278.399932	22656279.952905	  1.639128	  1.639128	  2.258870	  0.118010	 -0.050436	-57639.095061	114098.022225	 -0.820792	  0.039080	 37.520845	1711653.155400	15765486.264984	21645457.422664	22656276.587171	22656275.464691	22484537.650058	
   18	24892057.392589	24872110.242953	24872110.737760	24872109.190738	24872108.199962	  7.264131	  7.264131	  2.258870	  0.118010	 -0.050436	134061.240142	114098.022225	  0.970447	 -0.036068	  7.489113	14769039.506253	-21532190.273286	4458486.856999	24872109.478115	24872112.112603	24892069.708778	
   22	24606228.652593	24598909.435321	24598907.520761	24598912.501679	24598912.666587	  4.832958	  4.832958	  2.258870	  0.118010	 -0.050436	121424.355770	114098.022225	  0.878867	 -0.049601	 11.667469	3920911.182801	-21541001.073587	15150033.778723	24598912.394711	24598914.599750	24606234.722955	
   24	20222528.211265	20338734.020378	20338735.381319	20338738.869517	20338740.109970	  1.007059	  1.007059	  2.258870	  0.118010	 -0.050436	-2103.704551	114098.022225	  0.366622	 -0.011969	 83.205485	16141521.165034	1185375.074677	21050479.585512	20338731.916734	20338732.780933	20222527.328604	
   25	24172733.548045	24304464.072850	24304466.378063	24304464.620419	24304465.044118	  4.058913	  4.058913	  2.258870	  0.118010	 -0.050436	-17618.844293	114098.022225	 -2.012125	  0.022579	 14.035731	19582863.802614	-17468338.423843	3354641.410888	24304460.509618	24304457.976107	24172736.746559	
1:0:30.000000___Nsats:8
   13	24888756.560616	25050946.941428	25050946.522153	25050951.363982	25050952.306919	  6.936171	  6.936171	  2.258870	  0.118010	 -0.048920	-47952.838149	114222.161036	 -0.259536	  0.020587	  7.886329	22128252.989377	12891280.763892	-6969372.057976	25050947.589514	25050947.446531	24888754.737853	
   14	24065379.438244	24171986.398030	24171983.844076	24171986.531690	24171986.646750	  3.091004	  3.091004	  2.258870	  0.118010	 -0.048920	7621.296004	114222.161036	  0.547715	 -0.055710	 18.707601	-972664.501048	-15912327.556304	21519084.913969	24171990.345747	24171988.172048	24065381.701898	
   15	22808915.763225	23006817.106148	23006815.847721	23006819.505782	23006820.250748	  1.890222	  1.890222	  2.258870	  0.118010	 -0.048920	-83675.023049	114222.161036	  0.438756	  0.020161	 31.848489	26468145.846893	2919168.410631	2387588.794881	23006819.051333	23006817.819500	22808913.725831	
   17	22493872.049433	22665735.102644	22665733.982089	22665739.269583	22665740.822063	  1.643843	  1.643843	  2.258870	  0.118010	 -0.048920	-57639.104659	114222.161036	 -0.827893	  0.039068	 37.394082	1634254.043464	15744829.700682	21666148.106674	22665736.834717	22665736.335106	22493874.392060	
   18	24905358.331301	24885537.386444	24885534.847268	24885534.541099	24885533.550698	  7.389906	  7.389906	  2.258870	  0.118010	 -0.048920	134061.274983	114222.161036	  0.951451	 -0.035953	  7.345696	14788205.584142	-21535442.645906	4367142.724501	24885541.311318	24885537.462383	24905370.639269	
   22	24612704.012021	24605509.574313	24605506.611758	24605512.017165	24605512.173109	  4.861126	  4.861126	  2.258870	  0.118010	 -0.048920	121424.391162	114222.161036	  0.863964	 -0.049562	 11.595558	3965261.628180	-21577672.379706	15084614.897129	24605514.153616	24605514.129091	24612710.089637	
   24	20220682.453870	20337012.387075	20337013.798962	20337017.235735	20337018.474986	  1.006593	  1.006593	  2.258870	  0.118010	 -0.048920	-2103.700845	114222.161036	  0.350771	 -0.012073	 83.431945	16164357.222353	1262486.835484	21028989.854073	20337010.204683	20337011.149009	20220681.570306	
   25	24152914.315965	24284769.038725	24284770.332932	24284769.455464	24284769.884941	  4.006634	  4.006634	  2.258870	  0.118010	 -0.048920	-17618.894334	114222.161036	 -2.033075	  0.022442	 14.229023	19578886.611702	-17453720.590986	3450258.230365	24284767.038235	24284762.802221	24152917.503197	
1:1:0.000000___Nsats:8
   13	24911809.707427	25074126.238121	25074126.422873	25074130.074356	25074131.015462	  7.107422	  7.107422	  2.258870	  0.118010	 -0.049080	-47952.871372	114347.341439	 -0.261397	  0.020571	  7.674552	22101161.205973	12889204.550240	-7060617.894954	25074125.952544	25074126.159735	24911807.882476	
   14	24047834.787140	24154565.845088	24154565.032142	24154567.013785	24154567.133780	  3.063311	  3.063311	  2.258870	  0.118010	 -0.049080	7621.273931	114347.341439	  0.543966	 -0.055739	 18.886492	-895822.217546	-15889626.506072	21538981.470297	24154567.101683	24154568.646513	24047837.075583	
   15	22827778.676378	23025804.873942	23025804.041467	23025807.644161	23025808.384585	  1.902120	  1.902120	  2.258870	  0.118010	 -0.049080	-83675.042629	114347.341439	  0.427432	  0.020080	 31.624514	26475463.048461	2930828.049652	2295448.454263	23025806.160722	23025805.964900	22827776.658414	
   17	22503302.306804	22675290.570611	22675289.652025	22675294.743161	22675296.295080	  1.648632	  1.648632	  2.258870	  0.118010	 -0.049080	-57639.114206	114347.341439	 -0.823427	  0.039055	 37.266284	1556742.302930	15724295.069506	21686436.481163	22675291.990495	22675291.809551	22503304.679839	
   18	24918698.319069	24899001.364932	24899000.916774	24898999.986525	24898998.990249	  7.520075	  7.520075	  2.258870	  0.118010	 -0.049080	134061.310044	114347.341439	  0.941630	 -0.035838	  7.202062	14807143.180649	-21538465.631284	4275714.256711	24899002.057664	24899002.916892	24918710.618603	
   22	24619264.461805	24612194.884300	24612190.879751	24612197.687346	24612197.843829	  4.889939	  4.889939	  2.258870	  0.118010	 -0.049080	121424.426524	114347.341439	  0.858330	 -0.049522	 11.522853	4009395.486605	-21614230.397184	15018909.251122	24612201.074243	24612199.798440	24619270.546577	
   24	20218920.314328	20335375.624765	20335376.833597	20335380.259603	20335381.496929	  1.006146	  1.006146	  2.258870	  0.118010	 -0.049080	-2103.697438	114347.341439	  0.344309	 -0.012176	 83.657528	16187298.115215	1339480.306758	21007097.201695	20335373.756238	20335374.175853	20218919.429904	
   25	24133120.814579	24265100.824596	24265102.413796	24265101.083853	24265101.515376	  3.955680	  3.955680	  2.258870	  0.118010	 -0.049080	-17618.944390	114347.341439	 -2.044299	  0.022302	 14.422412	19574688.293856	-17438830.194418	3545808.181563	24265098.368126	24265094.427448	24133123.990505	
1:1:30.000000___Nsats:8
   13	24934868.460375	25097310.746817	25097310.354596	25097314.312954	25097315.254392	  7.286702	  7.286702	  2.258870	  0.118010	 -0.049495	-47952.906000	114472.361214	 -0.268701	  0.020555	  7.463031	22073741.885925	12887061.947212	-7151728.223785	25097311.353082	25097310.397820	24934866.633298	
   14	24030341.743919	24137198.257142	24137197.449202	24137198.925975	24137199.039998	  3.036171	  3.036171	  2.258870	  0.118010	 -0.049495	7621.252011	114472.361214	  0.533143	 -0.055768	 19.065133	-818868.420943	-15867041.235103	21558475.744967	24137199.505996	24137200.567933	24030344.057127	
   15	22846688.720031	23044839.833734	23044839.511212	23044842.747397	23044843.479556	  1.914191	  1.914191	  2.258870	  0.118010	 -0.049495	-83675.062384	114472.361214	  0.412702	  0.020000	 31.400674	26482460.794043	2942415.374954	2203265.015696	23044840.332267	23044841.080911	22846686.721550	
   17	22512825.777244	22684939.237576	22684937.740959	22684943.238754	22684944.789719	  1.653495	  1.653495	  2.258870	  0.118010	 -0.049495	-57639.123697	114472.361214	 -0.824438	  0.039043	 37.137462	1479119.536154	15703883.135356	21706322.157902	22684941.550938	22684940.306618	22512828.180656	
   18	24932076.840515	24912505.683420	24912501.777278	24912503.763756	24912502.770068	  7.654850	  7.654850	  2.258870	  0.118010	 -0.049495	134061.345307	114472.361214	  0.924994	 -0.035721	  7.058216	14825852.965866	-21541258.098601	4184203.201691	24912511.721252	24912506.690120	24932089.131402	
   22	24625909.675449	24618965.593282	24618961.781739	24618967.943060	24618968.093332	  4.919413	  4.919413	  2.258870	  0.118010	 -0.049495	121424.461849	114472.361214	  0.845735	 -0.049482	 11.449358	4053312.621763	-21650673.616822	14952918.061039	24618971.484891	24618970.063753	24625915.767278	
   24	20217241.923726	20333822.111446	20333823.489225	20333826.850550	20333828.086134	  1.005716	  1.005716	  2.258870	  0.118010	 -0.049495	-2103.694334	114472.361214	  0.333440	 -0.012279	 83.882122	16210343.007439	1416353.926360	20984802.066638	20333819.981774	20333820.769490	20217241.038484	
   25	24113353.266944	24245457.148462	24245459.395656	24245458.498553	24245458.928055	  3.906004	  3.906004	  2.258870	  0.118010	 -0.049495	-17618.994461	114472.361214	 -2.060986	  0.022161	 14.615901	19570270.092146	-17423666.475614	3641289.410399	24245453.674912	24245451.845270	24113356.431542	
1:2:0.000000___Nsats:7
   13	24957932.375736	25120498.918515	25120498.735322	25120504.433532	25120505.359743	  7.474542	  7.474542	  2.258870	  0.118010	 -0.042210	-47952.941980	114598.007692	 -0.270030	  0.020540	  7.251767	22045995.162855	12884854.433611	-7242701.304338	25120499.201681	25120500.541936	24957930.546594	
   14	24012900.785916	24119882.541191	24119881.482259	24119883.572533	24119883.685362	  3.009570	  3.009570	  2.258870	  0.118010	 -0.042210	7621.230243	114598.007692	  0.532362	 -0.055798	 19.243520	-741804.687928	-15844572.536087	21577567.366515	24119884.178011	24119885.216337	24012903.123865	
   15	22865645.411128	23063922.385525	23063921.841956	23063925.151358	23063925.877067	  1.926437	  1.926437	  2.258870	  0.118010	 -0.042210	-83675.082307	114598.007692	  0.409895	  0.019922	 31.176971	26489138.696898	2953931.625759	2111040.212137	23063923.225735	23063923.494843	22865643.432179	
   17	22522442.125421	22694681.395538	22694679.911890	22694685.228480	22694686.779503	  1.658435	  1.658435	  2.258870	  0.118010	 -0.042210	-57639.133126	114598.007692	 -0.823875	  0.039030	 37.007626	1401387.350425	15683594.653272	21725804.755877	22694683.688854	22694682.296255	22522444.559179	
   22	24632639.323353	24625821.570261	24625817.488723	24625823.258709	24625823.399051	  4.949563	  4.949563	  2.258870	  0.118010	 -0.042210	121424.497129	114598.007692	  0.844471	 -0.049441	 11.375079	4097012.906845	-21687000.530280	14886642.552854	24625827.879206	24625825.394752	24632645.422139	
   24	20215647.411630	20332353.290119	20332354.735845	20332358.001906	20332359.237270	  1.005305	  1.005305	  2.258870	  0.118010	 -0.042210	-2103.691538	114598.007692	  0.331386	 -0.012382	 84.105599	16233491.054560	1493106.137662	20962104.894845	20332351.055420	20332351.921190	20215646.525614	
